fra;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
FR;2021-01-05;292;354;651;2791;3148;6018;09;7763205.6862729
FR;2021-01-05;1319;1302;2645;14720;14097;29029;19;8336486.16053724
FR;2021-01-05;2006;1695;3708;33081;24792;57955;29;7476787.18780411
FR;2021-01-05;1796;1482;3284;31127;22772;53957;39;8295371.93193955
FR;2021-01-05;1589;1376;2972;27612;20213;47891;49;8592886.15993015
FR;2021-01-05;1586;1340;2931;28750;20502;49320;59;8792674.76801071
FR;2021-01-05;1136;1090;2233;20344;17923;38398;69;8004082.76030424
FR;2021-01-05;791;677;1472;13883;12828;26744;79;5695639.13079729
FR;2021-01-05;879;468;1348;13745;7645;21417;89;3245280.60813097
FR;2021-01-05;634;214;848;10523;2900;13434;90;912580.606272853
FR;2021-01-05;12032;10001;22099;196611;146850;344235;0;67114995
FR;2021-01-06;306;310;630;2915;3116;6141;09;7763205.6862729
FR;2021-01-06;1334;1204;2562;15476;14847;30530;19;8336486.16053724
FR;2021-01-06;1769;1541;3314;31323;24764;56163;29;7476787.18780411
FR;2021-01-06;1447;1252;2704;26857;21037;47965;39;8295371.93193955
FR;2021-01-06;1456;1212;2674;24574;18535;43175;49;8592886.15993015
FR;2021-01-06;1377;1139;2521;25535;18459;44066;59;8792674.76801071
FR;2021-01-06;970;872;1851;17144;15473;32701;69;8004082.76030424
FR;2021-01-06;673;609;1284;11259;10584;21868;79;5695639.13079729
FR;2021-01-06;751;397;1151;11949;6452;18420;89;3245280.60813097
FR;2021-01-06;606;175;781;9334;2558;11897;90;912580.606272853
FR;2021-01-06;10690;8716;19479;176395;135863;312996;0;67114995
FR;2021-01-07;281;332;620;2743;2920;5758;09;7763205.6862729
FR;2021-01-07;1191;1097;2307;16047;14987;31271;19;8336486.16053724
FR;2021-01-07;1718;1510;3237;33486;26356;59944;29;7476787.18780411
FR;2021-01-07;1506;1232;2743;29091;22502;51687;39;8295371.93193955
FR;2021-01-07;1374;1140;2520;26227;20241;46552;49;8592886.15993015
FR;2021-01-07;1337;1151;2490;26869;19945;46887;59;8792674.76801071
FR;2021-01-07;938;921;1867;17248;15485;32812;69;8004082.76030424
FR;2021-01-07;660;563;1228;11112;10471;21624;79;5695639.13079729
FR;2021-01-07;686;390;1076;11918;6426;18370;89;3245280.60813097
FR;2021-01-07;490;174;664;9110;2541;11660;90;912580.606272853
FR;2021-01-07;10183;8511;18757;183880;141905;326630;0;67114995
FR;2021-01-08;290;359;665;3299;3704;7096;09;7763205.6862729
FR;2021-01-08;1249;1230;2508;17878;16113;34263;19;8336486.16053724
FR;2021-01-08;1691;1459;3157;34601;26999;61684;29;7476787.18780411
FR;2021-01-08;1615;1311;2938;30055;24365;54487;39;8295371.93193955
FR;2021-01-08;1429;1263;2696;26633;22196;48891;49;8592886.15993015
FR;2021-01-08;1416;1117;2536;27213;22503;49784;59;8792674.76801071
FR;2021-01-08;1042;1023;2069;20351;19142;39566;69;8004082.76030424
FR;2021-01-08;664;610;1276;13882;13595;27502;79;5695639.13079729
FR;2021-01-08;624;369;993;10894;6845;17764;89;3245280.60813097
FR;2021-01-08;422;136;558;6752;2147;8907;90;912580.606272853
FR;2021-01-08;10444;8879;19401;191594;157653;350028;0;67114995
FR;2021-01-09;195;176;378;2463;2612;5150;09;7763205.6862729
FR;2021-01-09;718;707;1439;10696;9611;20453;19;8336486.16053724
FR;2021-01-09;967;823;1791;17623;13903;31562;29;7476787.18780411
FR;2021-01-09;878;731;1613;15870;13538;29443;39;8295371.93193955
FR;2021-01-09;838;762;1601;14094;12762;26888;49;8592886.15993015
FR;2021-01-09;835;758;1596;14181;12745;26949;59;8792674.76801071
FR;2021-01-09;518;510;1030;10793;10501;21329;69;8004082.76030424
FR;2021-01-09;338;337;675;7566;7529;15102;79;5695639.13079729
FR;2021-01-09;333;227;561;4932;3689;8630;89;3245280.60813097
FR;2021-01-09;174;59;233;2316;952;3272;90;912580.606272853
FR;2021-01-09;5794;5092;10921;100551;87859;188814;0;67114995
FR;2021-01-10;36;40;76;542;624;1172;09;7763205.6862729
FR;2021-01-10;106;112;219;1651;1574;3235;19;8336486.16053724
FR;2021-01-10;231;162;393;4131;3140;7292;29;7476787.18780411
FR;2021-01-10;203;190;394;3707;3511;7223;39;8295371.93193955
FR;2021-01-10;180;161;343;2578;2747;5333;49;8592886.15993015
FR;2021-01-10;148;149;297;2514;2580;5101;59;8792674.76801071
FR;2021-01-10;115;111;227;1930;2296;4234;69;8004082.76030424
FR;2021-01-10;103;98;202;1686;1844;3533;79;5695639.13079729
FR;2021-01-10;166;114;280;1977;1388;3366;89;3245280.60813097
FR;2021-01-10;96;46;142;1284;502;1788;90;912580.606272853
FR;2021-01-10;1384;1183;2573;22003;20211;42285;0;67114995
FR;2021-01-11;378;410;802;4232;4675;9036;09;7763205.6862729
FR;2021-01-11;1506;1453;2982;19226;18691;38198;19;8336486.16053724
FR;2021-01-11;2134;1672;3812;33020;25130;58240;29;7476787.18780411
FR;2021-01-11;2069;1698;3770;33381;25916;59385;39;8295371.93193955
FR;2021-01-11;2027;1703;3735;31196;24854;56115;49;8592886.15993015
FR;2021-01-11;2050;1694;3749;32234;25498;57803;59;8792674.76801071
FR;2021-01-11;1319;1287;2611;23615;22024;45696;69;8004082.76030424
FR;2021-01-11;945;875;1821;17194;16583;33809;79;5695639.13079729
FR;2021-01-11;1102;587;1692;15235;9141;24408;89;3245280.60813097
FR;2021-01-11;854;236;1093;11117;3047;14173;90;912580.606272853
FR;2021-01-11;14387;11618;26074;220492;175611;396962;0;67114995
FR;2021-01-12;316;342;674;3786;4202;8128;09;7763205.6862729
FR;2021-01-12;1206;1211;2437;17383;17433;35152;19;8336486.16053724
FR;2021-01-12;1567;1297;2867;28804;20876;49754;29;7476787.18780411
FR;2021-01-12;1608;1251;2864;29586;21542;51205;39;8295371.93193955
FR;2021-01-12;1634;1274;2915;27566;20753;48395;49;8592886.15993015
FR;2021-01-12;1468;1299;2775;27837;20649;48553;59;8792674.76801071
FR;2021-01-12;1061;938;2006;19080;17172;36382;69;8004082.76030424
FR;2021-01-12;762;678;1443;13372;12578;25979;79;5695639.13079729
FR;2021-01-12;889;498;1395;13179;7584;20786;89;3245280.60813097
FR;2021-01-12;731;202;934;10315;2911;13232;90;912580.606272853
FR;2021-01-12;11248;8995;20324;190943;145746;337656;0;67114995
FR;2021-01-13;321;331;665;4076;4398;8625;09;7763205.6862729
FR;2021-01-13;1285;1328;2645;18089;17927;36317;19;8336486.16053724
FR;2021-01-13;1591;1320;2916;27918;20638;48633;29;7476787.18780411
FR;2021-01-13;1522;1281;2809;26757;20792;47620;39;8295371.93193955
FR;2021-01-13;1578;1228;2809;24905;19340;44294;49;8592886.15993015
FR;2021-01-13;1452;1266;2719;24913;19066;44033;59;8792674.76801071
FR;2021-01-13;948;902;1854;16552;15562;32174;69;8004082.76030424
FR;2021-01-13;644;610;1255;11381;10928;22322;79;5695639.13079729
FR;2021-01-13;821;446;1268;11239;6546;17797;89;3245280.60813097
FR;2021-01-13;690;199;890;8256;2472;10733;90;912580.606272853
FR;2021-01-13;10852;8916;19835;174119;137713;312625;0;67114995
FR;2021-01-14;307;344;662;3911;4084;8143;09;7763205.6862729
FR;2021-01-14;1161;1202;2392;17551;18112;35969;19;8336486.16053724
FR;2021-01-14;1624;1287;2918;29590;22516;52184;29;7476787.18780411
FR;2021-01-14;1623;1363;2993;29275;22844;52190;39;8295371.93193955
FR;2021-01-14;1569;1270;2841;26029;20662;46760;49;8592886.15993015
FR;2021-01-14;1480;1240;2723;25276;19707;45046;59;8792674.76801071
FR;2021-01-14;908;960;1872;16544;15216;31818;69;8004082.76030424
FR;2021-01-14;722;650;1374;11067;10590;21680;79;5695639.13079729
FR;2021-01-14;804;477;1282;11093;6409;17522;89;3245280.60813097
FR;2021-01-14;687;200;888;8514;2408;10931;90;912580.606272853
FR;2021-01-14;10888;8997;19956;178874;142606;322335;0;67114995
FR;2021-01-15;429;443;896;4980;5500;10690;09;7763205.6862729
FR;2021-01-15;1399;1427;2860;21463;20305;42184;19;8336486.16053724
FR;2021-01-15;1602;1373;2980;30396;23095;53582;29;7476787.18780411
FR;2021-01-15;1708;1318;3036;30360;24210;54630;39;8295371.93193955
FR;2021-01-15;1608;1348;2965;27278;22637;49987;49;8592886.15993015
FR;2021-01-15;1548;1438;2989;26306;22029;48404;59;8792674.76801071
FR;2021-01-15;1026;1044;2075;19427;18645;38138;69;8004082.76030424
FR;2021-01-15;741;611;1352;13369;13257;26656;79;5695639.13079729
FR;2021-01-15;667;430;1098;10428;6770;17226;89;3245280.60813097
FR;2021-01-15;469;176;645;6390;2037;8434;90;912580.606272853
FR;2021-01-15;11199;9609;20901;190430;158536;350021;0;67114995
FR;2021-01-16;276;247;535;3383;3658;7163;09;7763205.6862729
FR;2021-01-16;815;821;1652;12202;11148;23585;19;8336486.16053724
FR;2021-01-16;930;765;1695;16820;13366;30222;29;7476787.18780411
FR;2021-01-16;991;843;1837;16819;14272;31126;39;8295371.93193955
FR;2021-01-16;929;852;1783;14845;13460;28325;49;8592886.15993015
FR;2021-01-16;825;798;1625;14329;13347;27694;59;8792674.76801071
FR;2021-01-16;549;575;1128;10965;11043;22048;69;8004082.76030424
FR;2021-01-16;387;370;758;7808;7867;15688;79;5695639.13079729
FR;2021-01-16;315;236;551;5126;3769;8898;89;3245280.60813097
FR;2021-01-16;174;80;254;2456;995;3452;90;912580.606272853
FR;2021-01-16;6192;5587;11819;104766;92941;198230;0;67114995
FR;2021-01-17;40;57;97;802;868;1678;09;7763205.6862729
FR;2021-01-17;139;123;263;1843;1752;3610;19;8336486.16053724
FR;2021-01-17;239;172;411;3982;3146;7136;29;7476787.18780411
FR;2021-01-17;248;223;471;3835;3615;7460;39;8295371.93193955
FR;2021-01-17;218;176;394;2975;3121;6100;49;8592886.15993015
FR;2021-01-17;161;146;307;2475;2768;5249;59;8792674.76801071
FR;2021-01-17;100;127;228;2040;2542;4589;69;8004082.76030424
FR;2021-01-17;96;119;215;1740;1917;3661;79;5695639.13079729
FR;2021-01-17;174;108;282;1985;1407;3396;89;3245280.60813097
FR;2021-01-17;121;52;173;1236;494;1730;90;912580.606272853
FR;2021-01-17;1536;1303;2841;22914;21639;44619;0;67114995
FR;2021-01-18;591;573;1183;5973;6421;12633;09;7763205.6862729
FR;2021-01-18;1771;1745;3548;20661;20984;42022;19;8336486.16053724
FR;2021-01-18;2198;1739;3941;31531;23475;55085;29;7476787.18780411
FR;2021-01-18;2324;1833;4163;34332;25592;59983;39;8295371.93193955
FR;2021-01-18;2462;1921;4391;31384;24975;56416;49;8592886.15993015
FR;2021-01-18;2233;1893;4131;30964;24447;55464;59;8792674.76801071
FR;2021-01-18;1453;1427;2891;22772;21489;44371;69;8004082.76030424
FR;2021-01-18;1026;955;1982;16839;15945;32815;79;5695639.13079729
FR;2021-01-18;1106;627;1734;14909;9082;24013;89;3245280.60813097
FR;2021-01-18;915;237;1153;11078;3145;14232;90;912580.606272853
FR;2021-01-18;16081;12952;29121;220486;175598;397123;0;67114995
FR;2021-01-19;367;464;847;5442;5954;11624;09;7763205.6862729
FR;2021-01-19;1379;1528;2933;19720;20083;40151;19;8336486.16053724
FR;2021-01-19;1705;1407;3113;28144;20020;48210;29;7476787.18780411
FR;2021-01-19;1846;1321;3168;30408;21518;51983;39;8295371.93193955
FR;2021-01-19;1859;1467;3330;27320;20423;47789;49;8592886.15993015
FR;2021-01-19;1704;1475;3185;25804;19551;45404;59;8792674.76801071
FR;2021-01-19;1078;1027;2108;17860;16407;34329;69;8004082.76030424
FR;2021-01-19;812;730;1543;12645;12197;24858;79;5695639.13079729
FR;2021-01-19;919;520;1439;12575;7404;19991;89;3245280.60813097
FR;2021-01-19;808;224;1034;9585;2740;12331;90;912580.606272853
FR;2021-01-19;12480;10170;22710;189551;146343;336768;0;67114995
FR;2021-01-20;468;482;969;5834;6298;12355;09;7763205.6862729
FR;2021-01-20;1480;1498;3009;19639;19877;39895;19;8336486.16053724
FR;2021-01-20;1685;1385;3075;27973;21067;49113;29;7476787.18780411
FR;2021-01-20;1710;1331;3048;29141;22081;51285;39;8295371.93193955
FR;2021-01-20;1691;1434;3127;25821;20167;46036;49;8592886.15993015
FR;2021-01-20;1528;1417;2951;24227;18621;42891;59;8792674.76801071
FR;2021-01-20;1016;960;1985;15789;14945;30830;69;8004082.76030424
FR;2021-01-20;698;624;1323;10793;10217;21029;79;5695639.13079729
FR;2021-01-20;769;468;1241;10514;6262;16792;89;3245280.60813097
FR;2021-01-20;570;171;743;7647;2198;9851;90;912580.606272853
FR;2021-01-20;11616;9778;21497;177420;141785;320195;0;67114995
FR;2021-01-21;441;462;930;5496;5917;11626;09;7763205.6862729
FR;2021-01-21;1328;1420;2781;21518;22132;44014;19;8336486.16053724
FR;2021-01-21;1691;1350;3048;30751;23400;54227;29;7476787.18780411
FR;2021-01-21;1806;1441;3250;32707;23946;56723;39;8295371.93193955
FR;2021-01-21;1743;1419;3166;27666;21719;49430;49;8592886.15993015
FR;2021-01-21;1588;1401;2993;25601;19544;45182;59;8792674.76801071
FR;2021-01-21;1048;1091;2141;16196;15069;31333;69;8004082.76030424
FR;2021-01-21;717;611;1330;10597;9768;20376;79;5695639.13079729
FR;2021-01-21;875;496;1372;10492;6069;16575;89;3245280.60813097
FR;2021-01-21;657;187;845;7893;2396;10296;90;912580.606272853
FR;2021-01-21;11895;9881;21870;188951;150008;339876;0;67114995
FR;2021-01-22;572;544;1142;6966;7414;14661;09;7763205.6862729
FR;2021-01-22;1615;1624;3285;25775;25287;51532;19;8336486.16053724
FR;2021-01-22;1695;1387;3085;32410;24643;57129;29;7476787.18780411
FR;2021-01-22;1771;1534;3309;34968;26813;61835;39;8295371.93193955
FR;2021-01-22;1758;1500;3262;30083;24756;54913;49;8592886.15993015
FR;2021-01-22;1670;1488;3163;27805;23163;51012;59;8792674.76801071
FR;2021-01-22;1138;1126;2271;19808;18464;38344;69;8004082.76030424
FR;2021-01-22;786;713;1500;13386;13165;26573;79;5695639.13079729
FR;2021-01-22;750;423;1174;10695;6808;17522;89;3245280.60813097
FR;2021-01-22;473;150;625;6566;2118;8690;90;912580.606272853
FR;2021-01-22;12229;10491;22823;208491;172678;382297;0;67114995
FR;2021-01-23;302;308;621;4169;4633;8961;09;7763205.6862729
FR;2021-01-23;891;863;1776;12866;11641;24757;19;8336486.16053724
FR;2021-01-23;998;790;1790;17312;13527;30866;29;7476787.18780411
FR;2021-01-23;1096;835;1933;18212;14702;32932;39;8295371.93193955
FR;2021-01-23;1069;903;1973;15760;13895;29680;49;8592886.15993015
FR;2021-01-23;940;854;1796;14082;13082;27174;59;8792674.76801071
FR;2021-01-23;641;586;1232;10401;10380;20817;69;8004082.76030424
FR;2021-01-23;415;385;800;7215;7187;14407;79;5695639.13079729
FR;2021-01-23;345;256;601;4773;3812;8592;89;3245280.60813097
FR;2021-01-23;201;87;290;2172;931;3109;90;912580.606272853
FR;2021-01-23;6898;5867;12812;106984;93814;201342;0;67114995
FR;2021-01-24;57;58;115;882;1095;1986;09;7763205.6862729
FR;2021-01-24;130;140;271;1925;1698;3636;19;8336486.16053724
FR;2021-01-24;199;149;348;3610;2885;6502;29;7476787.18780411
FR;2021-01-24;235;162;397;3780;3186;6970;39;8295371.93193955
FR;2021-01-24;204;200;405;2751;2748;5506;49;8592886.15993015
FR;2021-01-24;173;168;341;2451;2446;4901;59;8792674.76801071
FR;2021-01-24;107;122;229;1936;2292;4234;69;8004082.76030424
FR;2021-01-24;113;117;230;1653;1838;3491;79;5695639.13079729
FR;2021-01-24;153;113;266;2010;1493;3504;89;3245280.60813097
FR;2021-01-24;103;49;152;1277;526;1805;90;912580.606272853
FR;2021-01-24;1475;1278;2755;22281;20212;42546;0;67114995
FR;2021-01-25;556;628;1214;7772;8308;16368;09;7763205.6862729
FR;2021-01-25;1829;1906;3780;25470;25381;51283;19;8336486.16053724
FR;2021-01-25;2142;1707;3853;33886;24769;58726;29;7476787.18780411
FR;2021-01-25;2425;1873;4304;38458;28629;67164;39;8295371.93193955
FR;2021-01-25;2568;1995;4571;33927;26960;60959;49;8592886.15993015
FR;2021-01-25;2224;1836;4064;31991;25380;57439;59;8792674.76801071
FR;2021-01-25;1549;1409;2966;23585;22084;45779;69;8004082.76030424
FR;2021-01-25;1007;956;1965;16934;16387;33348;79;5695639.13079729
FR;2021-01-25;1165;734;1900;15648;9347;25018;89;3245280.60813097
FR;2021-01-25;949;277;1226;11730;3153;14888;90;912580.606272853
FR;2021-01-25;16416;13326;29850;239437;190444;431063;0;67114995
FR;2021-01-26;454;522;995;6990;7302;14601;09;7763205.6862729
FR;2021-01-26;1442;1385;2872;21479;21501;43423;19;8336486.16053724
FR;2021-01-26;1711;1359;3074;30035;21759;51889;29;7476787.18780411
FR;2021-01-26;1791;1331;3126;33639;23684;57390;39;8295371.93193955
FR;2021-01-26;1696;1458;3156;28901;21880;50843;49;8592886.15993015
FR;2021-01-26;1611;1428;3043;27010;20184;47254;59;8792674.76801071
FR;2021-01-26;1072;1059;2140;18717;17242;36031;69;8004082.76030424
FR;2021-01-26;822;701;1529;13161;12434;25618;79;5695639.13079729
FR;2021-01-26;878;503;1388;12547;7290;19862;89;3245280.60813097
FR;2021-01-26;681;188;869;9418;2787;12211;90;912580.606272853
FR;2021-01-26;12163;9937;22206;201930;156098;359201;0;67114995
FR;2021-01-27;528;492;1047;6832;7105;14197;09;7763205.6862729
FR;2021-01-27;1421;1546;3004;20938;21314;42667;19;8336486.16053724
FR;2021-01-27;1626;1328;2962;30263;22618;52942;29;7476787.18780411
FR;2021-01-27;1767;1350;3121;31629;24134;55840;39;8295371.93193955
FR;2021-01-27;1616;1337;2958;27154;21440;48659;49;8592886.15993015
FR;2021-01-27;1470;1264;2740;24929;19649;44630;59;8792674.76801071
FR;2021-01-27;978;936;1918;16656;15603;32319;69;8004082.76030424
FR;2021-01-27;730;664;1398;11004;10322;21351;79;5695639.13079729
FR;2021-01-27;773;446;1225;10838;6036;16890;89;3245280.60813097
FR;2021-01-27;596;148;746;8046;2290;10342;90;912580.606272853
FR;2021-01-27;11510;9515;21128;188325;150556;339921;0;67114995
FR;2021-01-28;445;455;927;6368;6504;13099;09;7763205.6862729
FR;2021-01-28;1373;1497;2907;26728;27336;54485;19;8336486.16053724
FR;2021-01-28;1754;1405;3165;34711;28576;63355;29;7476787.18780411
FR;2021-01-28;1864;1486;3354;36663;27814;64554;39;8295371.93193955
FR;2021-01-28;1791;1444;3237;30693;24156;54913;49;8592886.15993015
FR;2021-01-28;1550;1358;2916;27821;21506;49382;59;8792674.76801071
FR;2021-01-28;1101;1062;2171;17784;16610;34466;69;8004082.76030424
FR;2021-01-28;749;753;1504;10877;10723;21615;79;5695639.13079729
FR;2021-01-28;849;455;1308;11094;6438;17550;89;3245280.60813097
FR;2021-01-28;715;181;898;8766;2449;11224;90;912580.606272853
FR;2021-01-28;12192;10098;22390;211550;172153;384735;0;67114995
FR;2021-01-29;493;596;1120;7238;7887;15431;09;7763205.6862729
FR;2021-01-29;1619;1652;3319;29692;28944;59094;19;8336486.16053724
FR;2021-01-29;1747;1419;3168;36950;28854;65886;29;7476787.18780411
FR;2021-01-29;1941;1427;3376;37832;29151;67068;39;8295371.93193955
FR;2021-01-29;1812;1487;3302;31761;26492;58312;49;8592886.15993015
FR;2021-01-29;1644;1465;3114;29177;24029;53270;59;8792674.76801071
FR;2021-01-29;1135;1107;2252;20676;19755;40548;69;8004082.76030424
FR;2021-01-29;757;744;1503;13869;13455;27352;79;5695639.13079729
FR;2021-01-29;750;488;1239;11034;7112;18155;89;3245280.60813097
FR;2021-01-29;494;165;659;6648;2144;8795;90;912580.606272853
FR;2021-01-29;12396;10554;23060;224920;187883;414021;0;67114995
FR;2021-01-30;294;272;583;4378;4683;9221;09;7763205.6862729
FR;2021-01-30;846;852;1723;13380;12678;26311;19;8336486.16053724
FR;2021-01-30;972;823;1799;19044;16666;35780;29;7476787.18780411
FR;2021-01-30;1103;886;1990;19373;16741;36150;39;8295371.93193955
FR;2021-01-30;1113;932;2048;16299;15202;31534;49;8592886.15993015
FR;2021-01-30;896;883;1781;14631;13699;28358;59;8792674.76801071
FR;2021-01-30;625;555;1187;11158;10974;22187;69;8004082.76030424
FR;2021-01-30;420;385;805;7521;7598;15126;79;5695639.13079729
FR;2021-01-30;375;271;646;4968;3754;8724;89;3245280.60813097
FR;2021-01-30;232;90;322;2405;962;3369;90;912580.606272853
FR;2021-01-30;6877;5951;12887;113178;102982;216809;0;67114995
FR;2021-01-31;70;68;139;985;1078;2087;09;7763205.6862729
FR;2021-01-31;164;161;327;2044;1883;3952;19;8336486.16053724
FR;2021-01-31;250;182;435;3949;3404;7364;29;7476787.18780411
FR;2021-01-31;254;216;471;3836;3375;7218;39;8295371.93193955
FR;2021-01-31;250;204;455;2903;2855;5762;49;8592886.15993015
FR;2021-01-31;192;188;380;2503;2658;5162;59;8792674.76801071
FR;2021-01-31;127;128;255;1947;2375;4329;69;8004082.76030424
FR;2021-01-31;99;123;222;1640;1864;3505;79;5695639.13079729
FR;2021-01-31;171;126;298;2001;1390;3393;89;3245280.60813097
FR;2021-01-31;104;57;161;1208;482;1692;90;912580.606272853
FR;2021-01-31;1681;1454;3145;23020;21368;44476;0;67114995
FR;2021-02-01;543;649;1221;7793;8537;16619;09;7763205.6862729
FR;2021-02-01;1885;1884;3816;26623;26518;53601;19;8336486.16053724
FR;2021-02-01;2157;1782;3947;34789;26328;61203;29;7476787.18780411
FR;2021-02-01;2481;1974;4460;39191;29337;68610;39;8295371.93193955
FR;2021-02-01;2539;2051;4596;35235;27408;62727;49;8592886.15993015
FR;2021-02-01;2204;1996;4210;32755;25941;58762;59;8792674.76801071
FR;2021-02-01;1550;1394;2955;24346;22862;47325;69;8004082.76030424
FR;2021-02-01;1005;943;1950;16969;16327;33335;79;5695639.13079729
FR;2021-02-01;1090;662;1755;15313;9062;24403;89;3245280.60813097
FR;2021-02-01;851;254;1106;11347;3216;14572;90;912580.606272853
FR;2021-02-01;16314;13601;30038;244455;195662;441380;0;67114995
FR;2021-02-02;487;467;977;7356;7536;15169;09;7763205.6862729
FR;2021-02-02;1456;1465;2966;26955;26461;53939;19;8336486.16053724
FR;2021-02-02;1718;1399;3122;31008;22359;53455;29;7476787.18780411
FR;2021-02-02;1752;1410;3171;35057;24666;59791;39;8295371.93193955
FR;2021-02-02;1861;1531;3398;30835;23264;54158;49;8592886.15993015
FR;2021-02-02;1649;1478;3129;28894;21248;50194;59;8792674.76801071
FR;2021-02-02;1126;1103;2237;19846;17950;37891;69;8004082.76030424
FR;2021-02-02;828;718;1549;13787;12724;26543;79;5695639.13079729
FR;2021-02-02;821;502;1324;13042;7557;20612;89;3245280.60813097
FR;2021-02-02;657;212;869;9964;2839;12817;90;912580.606272853
FR;2021-02-02;12358;10290;22756;216771;166639;384641;0;67114995
FR;2021-02-03;474;442;926;7629;8060;15988;09;7763205.6862729
FR;2021-02-03;1465;1477;2975;22899;23191;46573;19;8336486.16053724
FR;2021-02-03;1659;1375;3039;29995;22209;52276;29;7476787.18780411
FR;2021-02-03;1640;1306;2950;32207;23455;55717;39;8295371.93193955
FR;2021-02-03;1709;1326;3038;28706;21525;50276;49;8592886.15993015
FR;2021-02-03;1499;1302;2804;26228;19605;45887;59;8792674.76801071
FR;2021-02-03;967;982;1964;17301;16044;33440;69;8004082.76030424
FR;2021-02-03;691;595;1286;11302;10592;21913;79;5695639.13079729
FR;2021-02-03;677;437;1115;11049;6327;17401;89;3245280.60813097
FR;2021-02-03;481;132;614;8151;2297;10462;90;912580.606272853
FR;2021-02-03;11262;9381;20718;195505;153346;350023;0;67114995
FR;2021-02-04;434;462;919;7371;7545;15211;09;7763205.6862729
FR;2021-02-04;1290;1381;2697;27686;28386;56567;19;8336486.16053724
FR;2021-02-04;1688;1355;3043;33040;25747;58862;29;7476787.18780411
FR;2021-02-04;1684;1352;3040;35729;26098;61880;39;8295371.93193955
FR;2021-02-04;1650;1439;3093;30333;23410;53802;49;8592886.15993015
FR;2021-02-04;1425;1285;2713;27467;20829;48341;59;8792674.76801071
FR;2021-02-04;1020;999;2028;17531;15750;33351;69;8004082.76030424
FR;2021-02-04;669;609;1279;11063;10412;21489;79;5695639.13079729
FR;2021-02-04;763;415;1178;11342;6271;17624;89;3245280.60813097
FR;2021-02-04;551;161;712;8833;2602;11436;90;912580.606272853
FR;2021-02-04;11179;9460;20713;210440;167090;378658;0;67114995
FR;2021-02-05;506;530;1057;8892;9282;18517;09;7763205.6862729
FR;2021-02-05;1567;1591;3209;31740;30769;63153;19;8336486.16053724
FR;2021-02-05;1646;1431;3083;35923;28150;64134;29;7476787.18780411
FR;2021-02-05;1758;1369;3127;37817;28914;66771;39;8295371.93193955
FR;2021-02-05;1666;1388;3055;33185;26889;60128;49;8592886.15993015
FR;2021-02-05;1484;1354;2838;29356;24413;53811;59;8792674.76801071
FR;2021-02-05;1089;1027;2122;21457;20125;41664;69;8004082.76030424
FR;2021-02-05;706;664;1372;13997;13554;27570;79;5695639.13079729
FR;2021-02-05;639;399;1041;10798;6894;17709;89;3245280.60813097
FR;2021-02-05;417;140;559;6605;2113;8726;90;912580.606272853
FR;2021-02-05;11480;9894;21468;229799;191152;422266;0;67114995
FR;2021-02-06;286;330;622;5494;5926;11628;09;7763205.6862729
FR;2021-02-06;871;850;1740;15166;14239;29692;19;8336486.16053724
FR;2021-02-06;919;764;1683;18455;15454;33922;29;7476787.18780411
FR;2021-02-06;1017;916;1933;19682;16134;35832;39;8295371.93193955
FR;2021-02-06;996;901;1897;17414;15215;32640;49;8592886.15993015
FR;2021-02-06;804;819;1623;14935;13533;28480;59;8792674.76801071
FR;2021-02-06;612;555;1175;11278;10832;22174;69;8004082.76030424
FR;2021-02-06;365;335;700;7613;7792;15407;79;5695639.13079729
FR;2021-02-06;295;210;506;5035;3728;8770;89;3245280.60813097
FR;2021-02-06;165;53;218;2552;911;3464;90;912580.606272853
FR;2021-02-06;6332;5733;12100;117644;103785;222052;0;67114995
FR;2021-02-07;61;72;133;1107;1227;2350;09;7763205.6862729
FR;2021-02-07;142;120;264;1981;1917;3923;19;8336486.16053724
FR;2021-02-07;196;161;357;3804;2931;6736;29;7476787.18780411
FR;2021-02-07;223;191;414;3877;3132;7011;39;8295371.93193955
FR;2021-02-07;195;186;381;2842;2748;5595;49;8592886.15993015
FR;2021-02-07;168;162;330;2343;2548;4893;59;8792674.76801071
FR;2021-02-07;111;138;249;2004;2252;4259;69;8004082.76030424
FR;2021-02-07;70;98;168;1653;1922;3576;79;5695639.13079729
FR;2021-02-07;127;81;208;1996;1392;3389;89;3245280.60813097
FR;2021-02-07;77;30;107;1146;484;1631;90;912580.606272853
FR;2021-02-07;1370;1239;2611;22759;20555;43371;0;67114995
FR;2021-02-08;539;581;1142;9173;9948;19532;09;7763205.6862729
FR;2021-02-08;1564;1611;3208;26638;26329;53459;19;8336486.16053724
FR;2021-02-08;1980;1597;3584;33407;24791;58277;29;7476787.18780411
FR;2021-02-08;2144;1689;3839;38125;27775;65963;39;8295371.93193955
FR;2021-02-08;2193;1770;3965;34013;25975;60043;49;8592886.15993015
FR;2021-02-08;1913;1686;3601;31424;24446;55913;59;8792674.76801071
FR;2021-02-08;1322;1243;2579;23146;21568;44827;69;8004082.76030424
FR;2021-02-08;834;772;1606;16342;15730;32097;79;5695639.13079729
FR;2021-02-08;854;517;1372;14921;8558;23493;89;3245280.60813097
FR;2021-02-08;578;202;781;10678;3054;13738;90;912580.606272853
FR;2021-02-08;13922;11671;25685;237910;188222;427443;0;67114995
FR;2021-02-09;495;461;983;8936;9397;18692;09;7763205.6862729
